Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIPFlexion1,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP5Flexion
  1.140000000000000e+00,  1.240203433276426e+00,  2.857287479425208e-01,  1.123778083131924e-01,  3.741735322258398e-01,  1.632100563616852e-01, -2.117823511253323e-04, -6.601703121351814e-02,  1.119802565377784e+00,  1.850721485670518e-01,  4.450909995169908e-01,  1.622589967117167e-02, -9.849060216261804e-05, -4.494375488998058e-05,  8.166263201615170e-01,  1.446734092497134e-01,  3.771266127546732e-01,  1.622589967117167e-02, -8.294006093554122e-04,  6.077488093764780e-02,  1.154838772956787e+00,  4.539175232452899e-02,  1.091984549620048e-02,  4.230870391536338e-03,  6.447573532223451e-04,  2.262503000378148e-02,  5.982019408530665e-01, -1.397887533094474e-01,  6.208706107144806e-01,  6.827397154367381e-01
  1.150000000000000e+00,  1.256575544704182e+00,  3.064820644495736e-01,  1.225339183993467e-01,  3.661638762168764e-01,  1.536357227265668e-01, -2.240875458072141e-04, -6.829941033159197e-02,  1.142703229508342e+00,  1.804013503009295e-01,  4.079544528501525e-01,  1.821912146297778e-02, -8.265356987352533e-05, -6.520199198015907e-05,  8.572708620627143e-01,  1.362670821525515e-01,  3.434278366802914e-01,  1.821912146297778e-02, -7.925474559703345e-04,  5.636865262179545e-02,  1.193177209498209e+00,  4.394250730138306e-02, -3.094255664308450e-02,  3.462796632658364e-03,  6.158501272132004e-04,  1.758210234046052e-02,  5.981720696489242e-01, -1.460931694904622e-01,  6.195142893206697e-01,  6.732380589327703e-01
  1.160000000000000e+00,  1.266628244676269e+00,  3.157709357829371e-01,  1.272884900728356e-01,  3.639714006116379e-01,  1.458903542027881e-01, -2.393315895852123e-04, -7.016922076581696e-02,  1.153041287813706e+00,  1.814444869195597e-01,  3.767634790206443e-01,  1.827269221343825e-02, -5.728724241463969e-05, -8.399086798260738e-05,  8.845634165608638e-01,  1.327487501811274e-01,  3.138986467938921e-01,  1.827269221343825e-02, -7.711215139974992e-04,  5.161627030604310e-02,  1.215658711969231e+00,  4.713845743786597e-02, -6.696609919433283e-02,  1.522908515361514e-03,  5.924587390317909e-04,  1.238652812217602e-02,  5.971805614068362e-01, -1.486172863529510e-01,  6.098873835918932e-01,  6.653223878669904e-01
  1.170000000000000e+00,  1.270354236033861e+00,  3.139981626997309e-01,  1.268102445387028e-01,  3.679725696478539e-01,  1.394566985340578e-01, -2.535196987500887e-04, -7.149916177349640e-02,  1.152313120162556e+00,  1.881554413383735e-01,  3.503137650137387e-01,  1.758625447035035e-02, -2.775406776774756e-05, -9.963646031563520e-05,  8.993927114231259e-01,  1.344251241005762e-01,  2.886132061615596e-01,  1.758625447035035e-02, -7.668085033796375e-04,  4.671219033084147e-02,  1.224013169320608e+00,  5.513036643872708e-02, -1.006726452976450e-01,  3.975721148519276e-03,  5.775909493338843e-04,  7.170282136212974e-03,  5.965904325163588e-01, -1.468285760324300e-01,  5.922066426844665e-01,  6.581620122549029e-01
  1.180000000000000e+00,  1.267907925946949e+00,  3.020054370495952e-01,  1.211212367752373e-01,  3.776535876247981e-01,  1.337009063574207e-01, -2.642281146019525e-04, -7.249437352616514e-02,  1.140622487501926e+00,  2.006191955127639e-01,  3.278908113380850e-01,  1.744555933909742e-02,  1.603104568455490e-06, -1.123117907948667e-04,  9.017367408885809e-01,  1.411431993462170e-01,  2.678895085609151e-01,  1.744555933909742e-02, -7.770449173524269e-04,  4.166627659131777e-02,  1.218638814713248e+00,  6.792469441400432e-02, -1.335452910433269e-01,  1.519394389308222e-02,  5.711117435749654e-04,  2.013091990058905e-03,  5.965584926527248e-01, -1.406938630855823e-01,  5.675439496506821e-01,  6.506543228015588e-01
  1.190000000000000e+00,  1.259694816537345e+00,  2.812106675275228e-01,  1.100500367307507e-01,  3.912483699045282e-01,  1.279378859372715e-01, -2.705893954807956e-04, -7.354452743543897e-02,  1.116599542606547e+00,  2.188488517083773e-01,  3.097478261864344e-01,  1.921726089990427e-02,  2.781809339991690e-05, -1.230009345004288e-04,  8.903559834049087e-01,  1.523207830066608e-01,  2.530098810146295e-01,  1.921726089990427e-02, -7.963949731240234e-04,  3.654543388414864e-02,  1.198329437810238e+00,  8.506177036749968e-02, -1.642098035704586e-01,  3.922238122339930e-02,  5.704794452525323e-04, -2.901841716729431e-03,  5.960131455091678e-01, -1.308215267582621e-01,  5.379659663333671e-01,  6.413567347660266e-01
  1.200000000000000e+00,  1.246111891517503e+00,  2.538589074124077e-01,  9.382014996296233e-02,  4.053891815645617e-01,  1.214088273856045e-01, -2.732059217643838e-04, -7.507816476150435e-02,  1.077085295864800e+00,  2.423121916249419e-01,  2.981744610887047e-01,  2.404906526836407e-02,  4.903916230094641e-05, -1.325993894026214e-04,  8.625098990407668e-01,  1.667150664196967e-01,  2.470235556466285e-01,  2.404906526836407e-02, -8.178172098330968e-04,  3.169520270393662e-02,  1.159879126131008e+00,  1.049770949051830e-01, -1.858654720945502e-01,  7.603000557157052e-02,  5.718487698938207e-04, -7.216763960971963e-03,  5.928569088895131e-01, -1.186301544501629e-01,  5.064590624416168e-01,  6.286604970875510e-01
  1.210000000000000e+00,  1.227191312123023e+00,  2.232393323797554e-01,  7.387594194729896e-02,  4.150767021426786e-01,  1.131196439924032e-01, -2.743125256030540e-04, -7.730505626452985e-02,  1.016827853201757e+00,  2.692110525255831e-01,  2.995527169448192e-01,  3.225004973754705e-02,  6.428603416207867e-05, -1.403021569309610e-04,  8.141087620694402e-01,  1.821436243439069e-01,  2.551360204210364e-01,  3.225004973754705e-02, -8.343498073633448e-04,  2.808932196881112e-02,  1.097840858273930e+00,  1.240356821115076e-01, -1.819768059313733e-01,  1.111393140739700e-01,  5.717681496296616e-04, -1.026303948833219e-02,  5.845356304318027e-01, -1.066253472848068e-01,  4.764557596486533e-01,  6.112066733623619e-01
  1.220000000000000e+00,  1.202416509875485e+00,  1.934933479165951e-01,  5.300508667330126e-02,  4.148776252644562e-01,  1.026294834480345e-01, -2.773637549574955e-04, -7.988275288822534e-02,  9.289847328867670e-01,  2.960209106956165e-01,  3.258632770378488e-01,  4.294035536300202e-02,  7.147523046109575e-05, -1.417716101960524e-04,  7.408659932365650e-01,  1.957734324664211e-01,  2.837017128592985e-01,  4.294035536300202e-02, -8.381650999334035e-04,  2.756478522748699e-02,  1.006358896319499e+00,  1.363123389070719e-01, -1.292239960965236e-01,  1.150320512358857e-01,  5.669958688948795e-04, -1.080049860995600e-02,  5.686275935818998e-01, -9.851667142886870e-02,  4.515889193185530e-01,  5.888349745624171e-01
  1.230000000000000e+00,  1.171067549471039e+00,  1.684432148912039e-01,  3.495643055580769e-02,  4.018973278580125e-01,  8.993687466586998e-02, -2.870851692600299e-04, -8.158820185778151e-02,  8.089771499099013e-01,  3.178003518958852e-01,  3.871000013934580e-01,  5.527816980839525e-02,  6.263381175593223e-05, -1.271433369430169e-04,  6.412317271409663e-01,  2.055907062701078e-01,  3.365837682264958e-01,  5.527816980839525e-02, -8.140015829628157e-04,  3.299621777650110e-02,  8.862065773439343e-01,  1.348263260656864e-01, -2.166882734542419e-02,  7.684274872750364e-02,  5.514129494167301e-04, -6.510446023761260e-03,  5.436418293703632e-01, -9.886516450454752e-02,  4.358507257413414e-01,  5.641132140872053e-01
  1.240000000000000e+00,  1.133434268930290e+00,  1.487599232403120e-01,  2.235401552527806e-02,  3.787546624839574e-01,  7.698646937669010e-02, -3.091369960898914e-04, -8.042307283137343e-02,  6.640830686077079e-01,  3.288773393299578e-01,  4.697768411950911e-01,  7.124251563024508e-02,  2.952050537117203e-05, -8.020973264375913e-05,  5.222517473043322e-01,  2.120482666478607e-01,  4.088364608454037e-01,  7.124251563024508e-02, -7.532238616541508e-04,  4.724888115302328e-02,  7.565987031939176e-01,  1.151148977409941e-01,  9.414512802631909e-02,  4.906519060996664e-02,  5.224212687773535e-04,  6.159662926478512e-03,  5.129870870342801e-01, -1.117995158750696e-01,  4.310761570425071e-01,  5.419408166527739e-01
  1.250000000000000e+00,  1.092445548104159e+00,  1.308763935696400e-01,  1.568485127002583e-02,  3.514728287911343e-01,  6.626829331582096e-02, -3.482078572524551e-04, -7.496971424014212e-02,  5.172297162532383e-01,  3.253852315929830e-01,  5.410203089105396e-01,  9.559943201578558e-02, -2.652032462864828e-05,  1.335737629169977e-05,  4.017112413157555e-01,  2.182927614552151e-01,  4.865845660196536e-01,  9.559943201578558e-02, -6.758121101877674e-04,  7.064962458147549e-02,  6.433003456226893e-01,  8.025930983663333e-02,  1.768579876008812e-01,  5.837385229827678e-02,  4.919951988915761e-04,  3.049025431666968e-02,  4.866380061284590e-01, -1.384036964900258e-01,  4.353581451652406e-01,  5.260971908590690e-01
  1.260000000000000e+00,  1.053974725254988e+00,  1.107557572909204e-01,  1.439350531289605e-02,  3.244847758491986e-01,  5.928582798113230e-02, -4.078540497766617e-04, -6.583095440787137e-02,  3.938079177703757e-01,  3.096904410829626e-01,  5.835674308592808e-01,  1.322764319859103e-01, -1.027684961105228e-04,  1.578804126282765e-04,  2.978645350626391e-01,  2.294074356898976e-01,  5.597125069749322e-01,  1.322764319859103e-01, -6.037179272293742e-04,  1.016370788621667e-01,  5.600372600273895e-01,  3.941503980945155e-02,  2.299573698032157e-01,  8.330402877776591e-02,  4.718101868989932e-04,  6.843640664659975e-02,  4.733360468409997e-01, -1.757007680123321e-01,  4.485731604059745e-01,  5.191347019380469e-01
  1.270000000000000e+00,  1.023400228509161e+00,  8.718433818149277e-02,  1.876903113490872e-02,  2.992108758170888e-01,  5.637519866597996e-02, -4.907385486162951e-04, -5.556240772770303e-02,  3.073130049709910e-01,  2.891556434427958e-01,  6.037567769310089e-01,  1.871318550652564e-01, -1.979630938601098e-04,  3.513708336912609e-04,  2.199195995513128e-01,  2.492850907165161e-01,  6.279163456893172e-01,  1.871318550652564e-01, -5.486458497478582e-04,  1.390019446053351e-01,  5.097971810402165e-01, -2.028268295657419e-04,  2.689043359053145e-01,  1.117239088316533e-01,  4.672226825501203e-04,  1.204619357234488e-01,  4.769969982836980e-01, -2.184698201242790e-01,  4.726077061252015e-01,  5.237547413099242e-01
